row_id,thread_id,message,true_intent,should_escalate,labeler,label_notes
gold_033,667,"Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su",delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_034,1708,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠",refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_035,3733,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_036,11090,My drying rack was broken when I opened the box. What should I do @115821? https://t.co/II4YnrWx0E,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_037,16798,@AmazonHelp Now with #fraud u guyz have started #lying as well not even a single call has come from your team #poorcustomerservice #fraud https://t.co/JDr9VTOeGa,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_038,13919,"@117634 I ordered the Oasis, my order status showed it was to be delivered today and it did not come. Very disappointed.",general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_039,3742,Thanks @116090 for ruining #Halloween - still no sign of the costume I ordered in Sept. Guess Rosie will just have to sit this one out. https://t.co/1tVEv5DZuM,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_040,616,"@AmazonHelp 3 different people have given 3 different answers and I still don't have my order. Says delivered Saturday, was not, I was home all day",uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_041,672,"I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only gone and sent it to the WRONG COUNTRY!",delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_042,1710,@AmazonHelp where can I chat with a support member for a false charge,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_043,4859,@AmazonHelp Im not receiving 2step code by text or call in my smartphone can't log in into my account already got help by phone with no luck,account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_044,13189,"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_045,16801,@AmazonHelp Is there a human working there or robots cant u see i have replied twice guyzzz pls call on 8424869098 #poorcustomerservice #fraud #complain,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_046,14294,@115821 logistics doing a laughably terrible job of delivering my package. Anyone else noticing a serious dip in customer service?,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_047,5155,@AmazonHelp Thank you so much once again for kinds of word,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_048,617,Way to drop the ball on customer service @115821 so pissed right now!,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_049,678,My package from @115821 with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_050,2570,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money",refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_051,5312,"@AmazonHelp Still not working. They sent me a link to reset the password, try and sign in with new password and still locked out.",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_052,14291,What the hell @115821?! This boxed is beyond damaged. I wanted a new one! https://t.co/J36cokDm6l,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_053,16799,@AmazonHelp How shameful u guyzz are when product is replaced it come on friday and if i purchase a new it comes tom #complain #amazoneisfraud https://t.co/smxpZ6oidm,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_054,15681,@115821 everytime I try to purachase something my account will get blocked.. worst service ever. sorry to tell that.,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_055,5803,@117093 #HappyHalloween2017 from your biggest fan. Thank you for creating #efficient and #healthy households nationwide! https://t.co/06sKXnGayh,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_056,623,"@AmazonHelp Okay, danke für die Info",uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_057,682,How @115821 packages china https://t.co/fO9vbus18E,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_058,2572,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_059,9123,@AmazonHelp Hello? So how do I contact someone if I can't log in?! I'm really concerned about what is happening with my acct and who has access to it!,account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_060,15279,@AmazonHelp 408-9273159-6369903.replacement ordered from 24th Oct.no1 contact me.Really worst courier service from Amazon,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_061,17234,Going to take this in the consumer court...total fraud from amazon @AmazonHelp i will sue you guys for this ... https://t.co/R8hCqnIS4i,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_062,16862,@AmazonHelp U people not even understanding the situation...there was fire on stove n if cylinder got fired what worst could happened...,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_063,6963,"@AmazonHelp Thank you. Spoke with customer service who was very nice &amp; helpful &amp; put me straight through to a Competent logistics person who documented issue, researched my acct &amp; was going to contact delivery Svc directly to ensure procedures followed. Time will tell. Thank you.",praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_064,624,"@115825 also, beim Addams Family-Film in Prime sind Bild und Ton nicht wirklich synchron. Wie kommt's?",uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_065,686,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_066,2574,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_067,9129,@AmazonHelp It looks as though someone has changed the email address linked to my acct &amp; I can no longer log in. Help!,account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_068,18679,@115821 Amazon truck damaged my lawn my lawn .Love Amazon . So sad no one called me back today as promised! Why?,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_069,21496,@115850 Got fake mobiles twice instead of my ordered One Plus 5.Its been 15days since I'm struggling.#Shame #fraud #OnePlus5 #AmazonIndia,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_070,17682,"@AmazonHelp Oh you are so considerate, then why can't you treat the orders you take with same consideration, #Awful customer service",general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_071,8529,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_072,627,@AmazonHelp @115826 Yeah this is crazy we’re less than a week away and still no Shipping Information on something that we Pre-ordered back in August,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_073,695,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_074,2577,@115830 amazonuk took money without any https://t.co/w25zXi7DYp they are not giving it back nor giving clear statement of my refund proces,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_075,11064,"@AmazonHelp it was doing this a few days ago and a factory reset dixednit, for two days. A hard reboot did not resolve.",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_076,19485,"@115821 @115850 I have received the product in damaged condition, it's tempered from outside though material was not spilling.",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_077,22468,@AmazonHelp Oui contacté ma banque et porté plainte pour fraude. Je ne sais pas si je vais pouvoir être remboursée. Etait ce une fraude ou une erreur ?,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_078,18677,@AmazonHelp logistics dpt created ticket 24 hrs ago with no response as promised😢. Feeling so disappointed word was not kept ! #feeling unimportant,account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_079,9132,Haha @117634 has been sneakily charging me $9.99 SINCE FEBRUARY for a service I never use💩🙈👎 $90 gone!!! Thanks @AmazonHelp,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_080,638,@AmazonHelp Hi ready for some help,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_081,1718,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_082,5117,"@AmazonHelp I would like it replaced not refunded. But the sale is over, and doesn’t look like you have it in stock at the site. What are my other options?",refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_083,11065,"@AmazonHelp it was doing this a few days ago and a factory reset fixed it, for two days. A hard reboot with card in or out does not resolve.",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_084,21405,Hey @115821 if you are going to drop wiper blades from S&amp;S maybe make sure the ones you suggest as a replacement fit my vehicle? https://t.co/dp8pfho8Iv,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_085,27817,@Amazonhelp Shame on fraud by Amazon Pantry,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_086,18691,"@115850 This in unacceptable. You sell a book that has a MRP of Rs. 299 for Rs. 336 to me. Then, you drop the price to 302. https://t.co/Tut8jxM4vd",general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_087,9144,"@AmazonHelp Solved, Thank You",praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_088,640,@AmazonHelp Is the Echo Show no longer supported?,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_089,1748,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_090,5127,@AmazonHelp And you guys have officially lost me as a customer. Was promised today...was never shipped. Give me my refund please so I may take my business else where. https://t.co/69tW0B5r9H,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_091,12496,@115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!,account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_092,22579,"@AmazonHelp it's 3rd week still I haven't received my replacement order, I had received unworkable mobile &amp; still it's not replace #Amazon",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_093,28915,@AmazonHelp This is ur method of fraud.they said me to provide telephone bill..electricity bill.but i didnt have none of these,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_094,18901,@115850 .. worst kind of service giving to his customers.. I have a purchased a boss washing machine.. waiting so long ..🤔,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_095,9823,@115821 thanks for the new movies on Prime video. Something new to distract from pain during CRPS flare ups #TheWitches 🌙🎃,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_096,643,"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?",uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_097,2555,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_098,9766,@AmazonHelp What support team are you talking about ? I called twice n they make it sound like they will graciously refund my money. But then nothing,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_099,18969,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password"".... https://t.co/s4mcgxbdtP",refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_100,24491,"@AmazonHelp Thanks but I have tried that every day since Sunday. ""Still investigating"" - you should send a replacement and investigate afterwards",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_101,29948,@AmazonHelp I can't log in to my account to even do that. That's the issue. I have Zero access cause it's been hacked.,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_102,18929,@AmazonHelp You people always escalated issue and for another 24 hours.kindly do something substantial.still issue is unresolved. such a poor service.,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_103,10321,"@AmazonHelp I have a package that is showing as delivered last Friday, however it has not been and there is no note. Thanks",praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_104,645,@AmazonHelp That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_105,2556,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.",delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_106,9767,"Worst experience in shopping no product no refund , been 40 days. F&amp;@694 it @115821",refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_107,19214,"Can't change my new Email address with @115821 ! I'm repeatedly told: ""There was a problem with your Password""",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_108,24955,"@AmazonHelp As per your mail someone was supposed to collect the order today for replacement but nobody came, are you people serious about service or nt",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_109,38157,#AMAZON why do u hv a fraud dept that doesn’t kno when there is no fraud?@115821,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_110,18945,Disappointed with order# 407-5957878-5349150 Ordered through prime ID and paid Rs. 50 extra on prime. Still haven't received it. @115850,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_111,10626,@117634 I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_112,649,"In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K",uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_113,2565,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_114,9810,@AmazonHelp Was sent this item in 6x9 size. Trying to return &amp; UPS did not show up today. I'd keep item if I could get refund for price difference. https://t.co/G1a6por32Z,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_115,21027,"@AmazonHelp Hi, can't access chat as I'm locked out of my account and phone is too expensive since I'm outside the US &amp; I'm sure it's not toll free.",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_116,24979,"@AmazonHelp receiving same mails 4m u no resolution yet. I CANNOT trust a company that gives me unboxed product, I will NOT opt for replacement...",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_117,38199,"@AmazonHelp I sent in the link and in 1""2-24 hours"" I expect to hear from @115821. I hope the scum that hacked my account isn't on a shopping spree!",fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_118,20738,Extremely disappointed in @115830 email to say refused at door but have been told completely the wrong package arrived. Wheres my stuff?!,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_119,11048,"@AmazonHelp Thanks, I called. The agent says the order has been received, but not shipped. Still anticipate a Friday delivery",praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_120,651,"@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?",uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_121,2568,"Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?",delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_122,13563,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_123,21858,"@AmazonHelp OKAY, now I get ""connection timed out"", does GFW play a part here? (I'm in China). Even though, why ""wrong password""?",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_124,29483,OrderId 407-5786974-7485166 Ordered a washing machine and it was defected! No one came for taking it back. https://t.co/ZebNluoneI,product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_125,38200,Can't! Acct hacked. Autoreply: This email address doesnt accept emails. contact Amazon customer service if you need assistance.@AmazonHelp,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_126,22221,"@AmazonHelp worst service experience in last 3 months, delivery boy is so unprofessional &amp; absurd in talking as if he is doing favour for me",general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_127,12509,@115821 thanks for such thoughtful packing. Must be why it takes so long to ship #whoneedspeanuts #oversized https://t.co/c3quxqnvqi,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_128,654,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_129,2591,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_130,14286,"@119038 @115821 If it isn't clear yet, I WANT MY MONEY BACK. I NEVER AUTHORIZED THE LAST 4 TRANSACTIONS THAT WERE MADE. WTF.",refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_131,21861,"@115833 Alexa, I can't login to iOS app, can you help? I'm in China",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_132,30493,"@AmazonHelp No. But the amazon package tape was broken, and i could see visibly where someone taped it back with their own tape",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_133,44544,Was it really necessary @115830 to send 3 x safety posters to my office in 3 separate boxes? https://t.co/cj5vohuqAh,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_134,22527,Good morning @115821 - Day 4 of terrible customer service continues I guess Read: https://t.co/x4SJJe9gzc,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_135,13152,@AmazonHelp Thanks. I wish the same degree of concern were shown about my complaint though.,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_136,657,"@AmazonHelp Already handled, just venting. It was a pretty big bummer.",uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_137,3655,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying @115830",delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_138,14855,@115821 407-8406190-7752345. i want refund amount -1399/- amazon seller was lying. amazon custamare care side also.,refund_request,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_139,21860,"@AmazonHelp Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...",account_access,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_140,33292,"@AmazonHelp Doing that right now. So I'll have to send it back if I want a replacement, right?",product_defect,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_141,45558,So I still don't have my @115830 order I was supposed to get on Monday. No explanation as to why. Probably been stolen!,fraud_or_safety,true,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_142,22554,@115850 horrible experience. Pathetic cs care . Worst experience. Even a prime member,general_complaint,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_143,15268,.@115850 @AmazonHelp thanks for no replies whatsoever on my complaint.an you please tell me what more should I do? @119351 @1015,praise_or_other,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_144,661,@115841 @115821 Feliz #Halloween2017 https://t.co/edHbRDnM8x,uncategorized,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
gold_145,3726,@115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,delivery_delay,false,annotator_b,Primary requested outcome; A/B review note recorded in adjudication log.
